Name,WorkHrs,Ask_Price 
crawler_2545,10169,37858
crawler_2546,9373,101232
crawler_2547,2235,542015
crawler_2548,844,13821
crawler_2550,3517,208864
crawler_2551,4802,142638
crawler_2552,11506,31695
crawler_2553,2188,204398
crawler_2555,1185,466318
crawler_2556,1881,600458
crawler_2557,4698,185595
crawler_2558,1806,206686
crawler_2559,1397,441673
crawler_2560,1894,194594
crawler_2563,9350,55102
crawler_2564,8769,118850
crawler_2565,5352,62418
crawler_2566,7887,90062
crawler_2567,4920,277116
crawler_2570,5302,145900
crawler_2571,3456,41038
crawler_2572,2415,202415
crawler_2573,5331,244823
crawler_2574,4208,296094
crawler_2575,1180,289114
crawler_2576,10768,77923
crawler_2578,2357,543797
crawler_2579,5181,162877
crawler_2581,5485,32593
crawler_2582,6959,25319
crawler_2583,10962,23828
crawler_2584,4813,254494
crawler_2586,10378,93752
crawler_2587,7568,57414
crawler_2588,7675,70633
crawler_2589,9359,123938
crawler_2592,3906,218227
crawler_2593,2182,228827
crawler_2594,5210,289304
crawler_2596,8975,108877
crawler_2597,9692,62369
crawler_2599,7784,64165
crawler_2602,7209,23796
crawler_2603,11420,59942
crawler_2604,812,327112
crawler_2605,491,480418
crawler_2606,11072,85588
crawler_2607,3398,136968
crawler_2609,4880,149248
crawler_2610,2132,195830
crawler_2611,5142,224785
crawler_2612,8762,101268
crawler_2613,3828,202227
crawler_2614,6100,63063
crawler_2615,1709,71163
crawler_2616,6109,72413
crawler_2618,5617,175630
crawler_2619,10979,57753
crawler_2621,7906,78861
crawler_2622,3388,288471
crawler_2624,6991,139369
crawler_2625,6644,100673
crawler_2626,7880,105553
crawler_2627,5732,128325
crawler_2629,5538,138373
crawler_2633,4093,47828
crawler_2634,9654,74751
crawler_2635,4539,134482
crawler_2636,9016,157993
crawler_2637,3934,64377
crawler_2639,5235,287354
crawler_2640,11019,155050
crawler_2642,6533,56601
crawler_2644,4208,275741
crawler_2645,10680,32184
crawler_2646,2431,129140
crawler_2647,2735,515622
crawler_2648,6031,109992
crawler_2649,3693,270589
crawler_2650,8306,44481
crawler_2651,10648,167638
crawler_2652,11587,117014
crawler_2653,7790,144507
crawler_2654,11794,95260
crawler_2655,11641,81670
crawler_2658,4841,205352
crawler_2659,11710,90666
crawler_2660,7551,121936
crawler_2661,2603,340943
crawler_2663,9950,134939
crawler_2664,4452,251023
crawler_2665,8489,30199
crawler_2671,9581,113588
crawler_2672,11022,85388
crawler_2674,5575,71720
crawler_2675,5059,155993
crawler_2677,3882,234804
crawler_2678,401,394503
crawler_2679,816,103288
crawler_2682,4277,212571
crawler_2683,8474,28100
crawler_2684,5684,194208
crawler_2685,6138,87003
crawler_2686,3900,232986
crawler_2687,2090,313908
crawler_2688,6375,125303
crawler_2690,8513,86372
crawler_2691,6918,63246
crawler_2693,652,380802
crawler_2694,4698,124628
crawler_2695,7793,24456
crawler_2696,2683,148869
crawler_2697,4797,282608
crawler_2698,3118,269805
crawler_2699,4392,294666
crawler_2700,10009,113544
crawler_2701,2687,583471
crawler_2702,10499,119797
crawler_2705,4844,230525
crawler_2706,10628,160263
crawler_2708,11461,80175
crawler_2709,9781,78024
crawler_2710,10655,25954
crawler_2711,9377,10324
crawler_2712,9705,138870
crawler_2714,735,461377
crawler_2715,8123,82299
crawler_2716,7030,117506
crawler_2717,8981,24031
crawler_2718,9566,77180
crawler_2719,4994,90605
crawler_2720,807,414677
crawler_2721,10456,40709
crawler_2723,9263,174145
crawler_2724,9338,9036
crawler_2725,4622,273348
crawler_2726,9669,154723
crawler_2727,6837,44511
crawler_2728,2216,386987
crawler_2729,9461,132517
crawler_2730,11514,118562
crawler_2731,613,49708
crawler_2732,8902,123317
crawler_2735,11078,40240
crawler_2736,10908,67045
crawler_2737,7189,118975
crawler_2739,3562,152619
crawler_2741,5485,94347
crawler_2742,8192,42326
crawler_2743,7103,58060
crawler_2744,11338,6904
crawler_2747,7888,119869
crawler_2748,1810,277152
crawler_2749,528,417237
crawler_2750,3619,167471
crawler_2751,1067,44649
crawler_2752,3570,128537
crawler_2753,1169,155278
crawler_2754,8542,80768
crawler_2755,4970,46016
crawler_2757,6959,48918
crawler_2759,6177,144315
crawler_2760,11595,67909
crawler_2762,4291,44208
crawler_2763,8802,41391
crawler_2764,5776,101928
crawler_2766,10039,27417
crawler_2767,11203,15782
crawler_2769,5411,120271
crawler_2770,9115,171109
crawler_2771,9420,157038
crawler_2772,11621,108136
crawler_2774,10788,69410
crawler_2775,7450,114457
crawler_2776,4252,260850
crawler_2777,11837,98653
crawler_2778,6856,120029
crawler_2779,6942,30331
crawler_2780,2826,184059
crawler_2781,2125,441196
crawler_2783,7055,45238
crawler_2784,2045,343382
crawler_2785,8225,144186
crawler_2787,4481,160404
crawler_2788,11876,6782
crawler_2790,9070,45659
crawler_2791,812,400881
crawler_2792,9858,149134
crawler_2793,6594,46062
crawler_2795,4336,171487
crawler_2796,10413,111023
crawler_2799,7445,25841
crawler_2800,480,522138
crawler_2801,3640,285959
crawler_2802,3551,209565
crawler_2803,8302,91267
crawler_2804,10665,52199
crawler_2806,7421,126014
crawler_2807,9756,84093
crawler_2809,8542,136361
crawler_2810,5147,110660
crawler_2811,5817,73941
crawler_2812,6054,107772
crawler_2814,4350,110376
crawler_2815,1434,128942
crawler_2816,699,444053
crawler_2817,6676,78906
crawler_2818,4056,81870
crawler_2819,9378,128915
crawler_2820,10818,13763
crawler_2821,8107,83218
crawler_2822,10513,138772
crawler_2823,10306,112712
crawler_2824,6037,125022
crawler_2825,5957,231345
crawler_2826,7688,68015
crawler_2828,11756,141165
crawler_2829,11473,90925
crawler_2830,11495,96349
crawler_2831,7833,128964
crawler_2833,10153,117119
crawler_2834,2934,479460
crawler_2835,3758,128057
crawler_2836,6959,77529
crawler_2837,2690,60514
crawler_2838,10041,94222
crawler_2839,11453,125564
crawler_2841,11996,162186
crawler_2844,5080,86967
crawler_2845,8076,22662
crawler_2846,3057,48165
crawler_2847,2311,150305
crawler_2848,11120,125116
crawler_2851,7621,112091
crawler_2852,5678,95868
crawler_2853,9556,174409
crawler_2854,5518,226588
crawler_2855,8902,50055
crawler_2856,7441,101324
crawler_2857,10188,120410
crawler_2860,11750,109710
crawler_2861,4312,28805
crawler_2862,656,371445
crawler_2863,11403,156913
crawler_2864,4020,193095
crawler_2865,7822,74902
crawler_2866,9259,170555
crawler_2867,954,304848
crawler_2868,7586,33522
crawler_2872,8369,118378
crawler_2873,7957,35913
crawler_2874,4174,251190
crawler_2875,8039,82920
crawler_2876,548,484374
crawler_2878,3447,131059
crawler_2879,10836,148418
crawler_2880,5728,137322
crawler_2882,11568,43036
crawler_2883,11152,38121
crawler_2884,9621,130190
crawler_2885,3894,30883
crawler_2886,10688,95956
crawler_2887,7281,53171
crawler_2889,2270,224576
crawler_2890,8143,136981
crawler_2891,5509,62819
crawler_2892,2843,555098
crawler_2893,7381,44875
crawler_2895,927,101099
crawler_2897,8817,96617
crawler_2899,2536,579170
crawler_2900,842,299997
crawler_2902,5575,51455
crawler_2903,7527,96870
crawler_2904,8031,104547
crawler_2905,3605,83651
crawler_2906,7289,96511
crawler_2909,9775,154187
crawler_2910,3063,177483
crawler_2911,8908,128311
crawler_2912,11205,113400
crawler_2913,1583,352525
crawler_2915,4516,297008
crawler_2919,4581,199945
crawler_2920,8514,119678
crawler_2926,11541,96091
crawler_2927,11152,43634
crawler_2929,5213,221057
crawler_2930,11706,75278
crawler_2932,11221,89760
crawler_2933,8350,69235
crawler_2935,11542,161363
crawler_2937,5324,46371
crawler_2938,4917,89730
crawler_2939,8910,71267
crawler_2942,2197,321344
crawler_2943,11132,14886
crawler_2944,6086,103614
crawler_2945,11330,159519
crawler_2946,10637,33796
crawler_2950,4665,287764
crawler_2953,8314,46013
crawler_2955,769,9436
crawler_2956,7698,77812
crawler_2957,8329,125280
crawler_2958,11196,124528
crawler_2959,5688,280237
crawler_2962,4329,253275
crawler_2963,5892,75108
crawler_2964,8649,113584
crawler_2965,1777,381498
crawler_2967,11545,68414
crawler_2968,10097,127580
crawler_2969,3160,67444
crawler_2970,11762,107763
crawler_2971,7207,39620
crawler_2972,3291,54924
crawler_2973,1533,345217
crawler_2976,7960,59454
crawler_2977,5946,71159
crawler_2978,1254,461837
crawler_2979,4859,216411
crawler_2980,6258,144668
crawler_2983,6148,101802
crawler_2984,11913,42761
crawler_2985,1494,106063
crawler_2987,6700,106934
crawler_2988,2572,24011
crawler_2989,5879,63988
crawler_2990,5729,144603
crawler_2991,7513,56407
crawler_2992,10986,136165
crawler_2993,7500,142692
crawler_2994,5750,114251
crawler_2995,3704,290406
crawler_2996,9140,16025
crawler_2998,4413,246390
crawler_2999,3810,221749
crawler_3000,7242,135579
crawler_3001,8916,16351
crawler_3003,1060,84210
crawler_3006,2056,583723
crawler_3007,3918,205582
crawler_3008,9182,42151
crawler_3009,9290,95389
crawler_3010,10174,28442
crawler_3011,4985,36296
crawler_3012,6000,109719
crawler_3012,6000,109719
crawler_3013,8144,136563
crawler_3014,5698,292375
crawler_3015,3598,204982
crawler_3017,4870,122895
crawler_3018,5204,260554
crawler_3021,7427,40833
crawler_3022,3627,293490
crawler_3023,11179,113716
crawler_3024,9088,38871
crawler_3026,10611,138998
crawler_3027,901,377679
crawler_3029,8858,128678
crawler_3030,10608,71813
crawler_3031,9652,25314
crawler_3032,6727,28414
crawler_3034,813,405253
crawler_3035,11010,70249
crawler_3036,4460,292820
crawler_3037,3572,187519
crawler_3038,10643,117019
crawler_3040,9414,129268
crawler_3041,8713,136889
crawler_3043,1898,352145
crawler_3044,10680,64588
crawler_3045,8096,28782
crawler_3046,5250,284057
crawler_3047,4033,136487
crawler_3048,8950,81698
crawler_3049,1549,199742
crawler_3050,9821,27237
crawler_3052,3416,101287
crawler_3053,9817,100178
crawler_3054,10530,74455
crawler_3055,11218,128545
crawler_3056,9963,85854
crawler_3057,11842,39947
crawler_3058,8297,67381
crawler_3059,2317,20156
crawler_3061,5276,269483
crawler_3062,8198,89443
crawler_3063,9303,165769
crawler_3064,1554,52014
crawler_3065,7727,144123
crawler_3066,10624,130283
crawler_3067,6038,36414
crawler_3068,3643,50301
crawler_3069,3071,162087
crawler_3070,3471,32750
crawler_3072,3772,94836
crawler_3073,8112,59783
crawler_3074,6644,61267
crawler_3077,5317,51376
crawler_3078,7950,105374
crawler_3080,4785,95241
crawler_3081,6008,76033
crawler_3082,950,120206
crawler_3083,4294,58483
crawler_3084,10313,173522
crawler_3086,10056,12958
crawler_3087,9581,26031
crawler_3089,3892,255539
crawler_3090,7932,117570
crawler_3092,9600,66968
crawler_3093,4840,129892
crawler_3094,1954,396526
crawler_3095,6187,43207
crawler_3096,6734,137018
crawler_3097,10229,141837
crawler_3099,7021,86743
crawler_3100,474,16843
crawler_3101,11880,115615
crawler_3102,8197,116709
crawler_3103,2212,596751
crawler_3104,6748,139394
crawler_3107,8474,135187
crawler_3108,7837,24834
crawler_3110,968,207680
crawler_3111,3468,195381
crawler_3114,9030,148908
crawler_3115,4649,297364
crawler_3116,537,542345
crawler_3119,7945,30828
crawler_3120,3344,92757
crawler_3122,6232,115562
crawler_3123,1104,595282
crawler_3124,3245,126781
crawler_3125,9769,141810
crawler_3126,8978,98128
crawler_3127,6311,31964
crawler_3128,2008,552384
crawler_3129,9444,32884
crawler_3130,10276,40012
crawler_3131,1667,583141
crawler_3133,6854,65770
crawler_3135,7548,65237
crawler_3136,717,205522
crawler_3137,10520,38444
crawler_3138,10590,169630
crawler_3139,1956,251530
crawler_3140,7590,114635
crawler_3141,9618,173608
crawler_3142,4745,204506
crawler_3143,7396,22755
crawler_3144,8567,114146
crawler_3145,10871,143254
crawler_3146,3947,268663
crawler_3149,9933,82303
crawler_3150,7220,112664
crawler_3151,9991,164914
crawler_3153,10807,72990
crawler_3154,3173,148509
crawler_3155,6743,119636
crawler_3159,3747,108669
crawler_3161,5386,299462
crawler_3163,3209,149384
crawler_3165,3064,103044
crawler_3166,1164,350199
crawler_3167,8575,112643
crawler_3168,9590,171107
crawler_3169,1358,370572
crawler_3170,2653,391430
crawler_3171,5247,77297
crawler_3172,1559,84009
crawler_3173,2141,457336
crawler_3174,4850,46527
crawler_3178,11901,97468
crawler_3179,9196,110910
crawler_3180,2800,420410
crawler_3182,3125,198927
crawler_3183,6128,124981
crawler_3184,8354,32779
crawler_3186,5210,38652
crawler_3188,10258,30072
crawler_3190,10830,35496
crawler_3191,10088,141084
crawler_3192,9747,66855
crawler_3193,1516,157997
crawler_3194,8603,141480
crawler_3195,8265,70423
crawler_3196,7561,144446
crawler_3197,3466,121362
crawler_3198,8609,133960
crawler_3199,11511,130626
crawler_3200,2671,38410
crawler_3201,442,222817
crawler_3202,6530,38397
crawler_3203,3044,190635
crawler_3204,6149,25753
crawler_3205,8528,117876
crawler_3206,489,229547
crawler_3207,10590,150654
crawler_3208,3159,230955
crawler_3209,6943,127368
crawler_3210,2262,416409
crawler_3211,3720,115965
crawler_3212,6358,129153
crawler_3213,10193,73401
crawler_3214,4362,178203
crawler_3215,7898,122065
crawler_3217,5046,205452
crawler_3220,851,200886
crawler_3222,9332,64026
crawler_3223,1548,358459
crawler_3224,9079,93214
crawler_3225,4351,102875
crawler_3226,6011,64883
crawler_3228,4546,193691
crawler_3229,6589,126299
crawler_3230,11178,114880
crawler_3231,2082,35067
crawler_3232,5167,192487
crawler_3234,4964,296055
crawler_3236,5901,175867
crawler_3238,8357,100324
crawler_3240,6299,22026
crawler_3241,1735,193672
crawler_3243,4727,228782
crawler_3244,1253,283751
crawler_3245,3419,250795
crawler_3246,4730,94966
crawler_3249,6834,143246
crawler_3252,4126,242892
crawler_3253,6088,121811
crawler_3255,4987,115676
crawler_3256,4078,83358
crawler_3257,6533,15368
crawler_3258,8421,63658
crawler_3259,9266,160045
crawler_3261,9016,19529
crawler_3262,2227,503561
crawler_3263,8744,120293
crawler_3264,8902,53240
crawler_3265,6449,112599
crawler_3266,9706,132308
crawler_3267,1563,561231
crawler_3268,4385,151672
crawler_3269,5715,273150
crawler_3270,10267,56593
crawler_3271,1156,14652
crawler_3273,6749,25495
crawler_3275,2656,447912
crawler_3276,10919,66756
crawler_3277,5659,128072
crawler_3278,7723,107974
crawler_3280,9574,20988
crawler_3281,9530,30789
crawler_3282,547,396754
crawler_3284,1687,287213
crawler_3285,3530,100002
crawler_3286,1933,83382
crawler_3287,4726,250360
crawler_3288,7995,123408
crawler_3289,9658,138111
crawler_3291,9461,164750
crawler_3292,1627,452281
crawler_3293,5687,123244
crawler_3294,8894,27455
crawler_3295,11017,157573
crawler_3297,4237,224399
crawler_3298,6926,141670
crawler_3299,8495,102699
crawler_3300,3429,77432
crawler_3301,5639,241955
crawler_3302,5625,220657
crawler_3304,3088,33796
crawler_3305,618,197186
crawler_3306,2470,452624
crawler_3307,833,326294
crawler_3308,8923,34020
crawler_3309,9709,93851
crawler_3310,1755,46653
crawler_3312,9992,96745
crawler_3313,10881,161991
crawler_3316,8241,54819
crawler_3317,3875,70035
crawler_3318,3665,205495
crawler_3319,6360,66014
crawler_3320,6807,117486
crawler_3321,2398,441133
crawler_3322,8528,33782
crawler_3323,11264,127395
crawler_3325,11764,50711
crawler_3327,4365,224015
crawler_3329,8976,134434
crawler_3330,11740,119339
crawler_3332,8013,127897
crawler_3333,2105,29184
crawler_3334,11759,33282
crawler_3335,11123,90352
crawler_3336,2306,300850
crawler_3337,4302,106093
crawler_3339,3089,170077
crawler_3340,3668,292371
crawler_3341,1082,55918
crawler_3342,8539,132485
crawler_3343,11235,170830
crawler_3344,4101,250305
crawler_3346,4663,51754
crawler_3347,10751,105820
crawler_3348,787,358936
crawler_3350,1709,416603
crawler_3351,7456,100246
crawler_3352,2448,181116
crawler_3353,3970,109527
crawler_3354,3613,265491
crawler_3358,3066,280574
crawler_3360,5362,271537
crawler_3361,7324,47416
crawler_3362,7884,131383
crawler_3363,1326,327261
crawler_3365,1217,481044
crawler_3366,5595,296561
crawler_3367,2450,261298
crawler_3368,9312,146624
crawler_3369,9803,149496
crawler_3370,4377,276239
crawler_3371,11685,46551
crawler_3372,1602,552998
crawler_3373,8239,15225
crawler_3374,11754,25204
crawler_3375,1349,98946
crawler_3376,10039,115576
crawler_3377,8613,137829
crawler_3378,3093,285683
crawler_3379,9409,50802
crawler_3382,11113,87510
crawler_3383,10026,111077
crawler_3384,11332,29433
crawler_3385,10438,72601
crawler_3387,5618,95530
crawler_3388,9124,35043
crawler_3389,4915,227564
crawler_3390,2162,530457
crawler_3391,4642,117284
crawler_3394,1427,367574
crawler_3395,10932,117399
crawler_3396,6081,60049
crawler_3399,11818,8892
crawler_3401,4630,128123
crawler_3402,5712,229910
crawler_3403,9079,22129
crawler_3404,6361,15085
crawler_3405,10253,88925
crawler_3406,1825,232025
crawler_3407,3579,118802
crawler_3408,6646,29228
crawler_3409,10236,98540
crawler_3410,7754,108763
crawler_3411,4604,31097
crawler_3413,2031,457878
crawler_3415,8021,101684
crawler_3416,1652,454338
crawler_3417,4245,207104
crawler_3418,9011,126405
crawler_3419,8881,66755
crawler_3420,11019,32045
crawler_3421,11793,54915
crawler_3423,5192,249840
crawler_3425,5197,83376
crawler_3426,5775,229484
crawler_3427,1136,59221
crawler_3428,917,566803
crawler_3429,757,234016
crawler_3430,9676,154377
crawler_3431,8798,88787
crawler_3433,11243,95560
crawler_3434,1781,248511
crawler_3435,9462,158358
crawler_3436,927,358790
crawler_3437,3657,231423
crawler_3438,1300,199943
crawler_3439,7721,78120
crawler_3440,10711,128856
crawler_3441,5448,275120
crawler_3442,11852,130554
crawler_3443,5254,270147
crawler_3445,11919,93114
crawler_3446,5422,138942
crawler_3448,11743,6174
crawler_3449,6506,46774
crawler_3451,9963,87673
crawler_3452,8362,24355
crawler_3453,2064,118602
crawler_3455,3155,271589
crawler_3456,11630,43713
crawler_3457,4567,95329
crawler_3458,3252,292971
crawler_3459,5627,284621
crawler_3460,11907,119920
crawler_3461,995,426037
crawler_3463,5329,98767
crawler_3465,626,506177
crawler_3466,8489,63485
crawler_3467,7981,27225
crawler_3469,453,265749
crawler_3470,2618,300453
crawler_3471,11312,46002
crawler_3472,11847,100424
crawler_3473,3025,159476
crawler_3474,2422,47713
crawler_3475,4553,250139
crawler_3476,4751,131842
crawler_3477,7376,19099
crawler_3478,6931,115786
crawler_3480,9638,154738
crawler_3481,6593,131398
crawler_3482,2247,415170
crawler_3484,10621,105589
crawler_3485,5034,227983
crawler_3486,11347,147789
crawler_3487,9988,92187
crawler_3488,663,98166
crawler_3489,9167,101352
crawler_3492,6903,71268
crawler_3493,11714,112566
crawler_3494,497,67500
crawler_3495,2772,105398
crawler_3496,7611,81281
crawler_3497,497,241201
crawler_3498,3723,237152
crawler_3499,4988,32814
crawler_3501,1064,551297
crawler_3502,6109,143589
crawler_3503,6297,44418
crawler_3504,7780,126270
crawler_3505,1958,23636
crawler_3506,4421,149069
crawler_3507,9868,26516
crawler_3508,5291,268059
crawler_3509,5301,234309
crawler_3511,10295,64019
crawler_3513,11733,155482
crawler_3515,4578,106947
crawler_3516,6238,91224
crawler_3518,11864,144993
crawler_3520,7852,37288
crawler_3522,9152,164353
crawler_3523,2630,500916
crawler_3524,3558,134374
crawler_3525,8406,40136
crawler_3526,11992,161284
crawler_3528,10904,119820
crawler_3529,9347,140574
crawler_3530,6038,37223
crawler_3531,9336,134559
crawler_3532,2934,309114
crawler_3533,714,206977
crawler_3534,5207,149803
crawler_3535,1162,97829
crawler_3536,2059,349776
crawler_3537,9934,74868
crawler_3538,9906,45555
crawler_3539,2274,236615
crawler_3540,9741,78611
crawler_3541,5250,142187
crawler_3542,8593,125229
crawler_3544,6868,140643
crawler_3545,8313,132367
crawler_3547,8104,50519
crawler_3548,2889,560223
crawler_3550,11898,22262
crawler_3551,11492,66015
crawler_3552,4170,205975
crawler_3553,5276,166445
crawler_3554,10092,174379
crawler_3555,8325,86711
crawler_3556,7025,58257
crawler_3558,2709,40164
crawler_3559,1622,508582
crawler_3560,7103,142646
crawler_3561,7436,38243
crawler_3563,6106,107982
crawler_3564,10499,28003
crawler_3566,6533,129588
crawler_3567,10922,43623
crawler_3568,4833,180511
crawler_3569,8482,23950
crawler_3571,8925,70922
crawler_3572,2930,528148
crawler_3573,10260,57782
crawler_3574,7270,76619
crawler_3575,3480,195201
crawler_3576,9518,123292
crawler_3578,10127,121122
crawler_3579,4421,156596
crawler_3580,6469,128997
crawler_3581,7295,113558
crawler_3584,1921,131678
crawler_3585,2939,377875
crawler_3586,7834,46561
crawler_3587,5250,152276
crawler_3588,10740,145181
crawler_3589,10972,57113
crawler_3590,6242,52334
crawler_3591,8324,133910
crawler_3593,11529,121613
crawler_3594,11994,157907
crawler_3595,4261,247930
crawler_3596,8618,103176
crawler_3597,7683,129845
crawler_3598,9408,68634
crawler_3599,10320,97899
crawler_3600,4533,102768
crawler_3602,2720,41446
crawler_3603,5076,250122
crawler_3604,10912,134065
crawler_3605,2219,515293
crawler_3606,7200,61396
crawler_3607,11155,21239
crawler_3609,3928,161295
crawler_3610,7292,21050
crawler_3611,3382,220275
crawler_3614,2574,68987
crawler_3615,5692,252794
crawler_3616,6326,132613
crawler_3618,6307,54013
crawler_3619,7486,106829
crawler_3620,3916,253179
crawler_3621,2439,405925
crawler_3622,5814,108536
crawler_3623,1655,546392
crawler_3624,9248,28672
crawler_3625,2740,57129
crawler_3627,11339,61652
crawler_3628,1200,267618
crawler_3629,10517,22257
crawler_3630,4701,270606
crawler_3631,6650,138160
crawler_3632,6736,49900
crawler_3633,2193,181491
crawler_3634,6598,76614
crawler_3635,9617,68696
crawler_3636,6545,129854
crawler_3638,2786,310628
crawler_3639,2053,176121
crawler_3640,11203,69986
crawler_3641,8193,66590
crawler_3642,491,422729
crawler_3643,695,208640
crawler_3645,5673,251212
crawler_3646,2030,249113
crawler_3647,11365,125085
crawler_3648,7522,139322
crawler_3649,5064,198612
crawler_3650,8557,40047
crawler_3651,11465,90850
crawler_3652,1655,45851
crawler_3653,4641,98237
crawler_3654,9943,115067
crawler_3655,6393,133738
crawler_3656,9447,34289
crawler_3657,6233,65871
crawler_3658,8861,94718
crawler_3659,10968,102093
crawler_3660,11324,39776
crawler_3661,3536,36060
crawler_3662,9067,93200
crawler_3663,3987,282896
crawler_3664,3776,196968
crawler_3665,4102,65978
crawler_3666,3182,234693
crawler_3667,2399,571961
crawler_3668,3537,138935
crawler_3669,1904,593298
crawler_3670,11789,12982
crawler_3671,1050,54271
crawler_3673,4290,91766
crawler_3674,4731,101293
crawler_3675,9152,49507
crawler_3677,800,451358
crawler_3678,6360,57039
crawler_3680,1947,546575
crawler_3683,10046,27044
crawler_3684,537,150477
crawler_3685,5021,41982
crawler_3686,5494,277027
crawler_3687,2719,77076
crawler_3688,2112,152358
crawler_3689,8064,120679
crawler_3690,2246,215028
crawler_3693,7958,113092
crawler_3694,9903,40544
crawler_3695,2966,65914
crawler_3698,10662,140961
crawler_3699,9124,36602
crawler_3700,11124,86302
crawler_3701,9816,134530
crawler_3702,2585,122458
crawler_3703,1105,285773
crawler_3705,9238,67697
crawler_3706,6514,130063
crawler_3707,6137,16849
crawler_3709,3706,63079
crawler_3710,3070,110245
crawler_3711,3297,209479
crawler_3712,5123,90256
crawler_3713,8381,43759
crawler_3715,10224,77719
crawler_3716,8367,60702
crawler_3717,8851,105496
crawler_3718,7038,18573
crawler_3719,4681,72445
crawler_3720,3595,91209
crawler_3722,7508,46726
crawler_3723,3214,166051
crawler_3724,10030,35073
crawler_3725,8452,79391
crawler_3726,767,527309
crawler_3727,398,187587
crawler_3728,1910,112326
crawler_3730,10801,48426
crawler_3731,9573,158945
crawler_3733,6191,40833
crawler_3734,6485,31093
crawler_3736,1857,254167
crawler_3737,7551,123491
crawler_3738,1863,173423
crawler_3739,5797,40128
crawler_3740,9481,80996
crawler_3741,10490,59874
crawler_3742,3348,109526
crawler_3743,2618,292202
crawler_3744,4261,115272
crawler_3745,11443,90782
crawler_3746,4777,148516
crawler_3750,3867,69553
crawler_3752,11496,28202
crawler_3753,5352,44705
crawler_3754,754,380785
crawler_3755,3980,283285
crawler_3756,3264,288587
crawler_3757,1915,159130
crawler_3758,6182,95234
crawler_3759,2247,186395
crawler_3760,11754,145482
crawler_3761,7284,76172
crawler_3762,6893,36228
crawler_3763,7075,110771
crawler_3764,585,155114
crawler_3765,8719,62707
crawler_3766,4504,136942
crawler_3767,11069,29065
crawler_3768,655,487525
crawler_3769,7002,107689
crawler_3770,4537,227607
crawler_3773,3856,60914
crawler_3774,7441,72284
crawler_3775,10799,139346
crawler_3776,7973,101285
crawler_3778,9684,36680
crawler_3779,3141,71791
crawler_3781,6660,30015
crawler_3782,1528,183028
crawler_3783,3620,119026
crawler_3784,10951,145125
crawler_3785,10656,37725
crawler_3786,3738,220768
crawler_3787,9686,106742
crawler_3788,6553,57410
crawler_3789,11491,113297
crawler_3790,4226,287523
crawler_3792,10495,32156
crawler_3793,545,371640
crawler_3794,1349,19467
crawler_3795,8840,21338
crawler_3796,9845,42109
crawler_3797,3076,60699
crawler_3798,11389,174861
crawler_3799,6989,30841
crawler_3800,1371,401103
crawler_3801,10521,92307
crawler_3802,10656,163535
crawler_3803,8698,112331
crawler_3804,10337,18817
crawler_3805,7974,125558
crawler_3806,6810,25179
crawler_3808,8103,16636
crawler_3809,8348,106373
crawler_3810,9143,6505
crawler_3811,4045,233166
crawler_3812,8552,68500
crawler_3814,6849,115907
crawler_3815,3656,40885
crawler_3816,472,367425
crawler_3817,5798,115771
crawler_3818,2528,148927
crawler_3820,1397,519585
crawler_3821,3515,158120
crawler_3822,5651,126139
crawler_3824,9650,88241
crawler_3831,6622,32937
crawler_3832,1426,570813
crawler_3833,2376,217536
crawler_3834,4548,53643
crawler_3835,1971,283707
crawler_3836,5038,252949
crawler_3837,5451,269163
crawler_3838,5351,293031
crawler_3839,8660,64385
crawler_3840,2173,443330
crawler_3841,1175,308772
crawler_3842,430,581351
crawler_3843,7138,48210
crawler_3845,2652,25961
crawler_3846,5193,280570
crawler_3847,10997,107731
crawler_3848,2197,496989
crawler_3849,11543,108243
crawler_3850,7068,97533
crawler_3852,8903,53438
crawler_3854,11872,110013
crawler_3855,7042,135669
crawler_3856,9160,73839
crawler_3857,8824,30328
crawler_3858,4713,56326
crawler_3859,5396,205378
crawler_3861,8006,17707
crawler_3862,2874,346033
crawler_3863,4664,195914
crawler_3864,5543,241086
crawler_3865,9886,113028
crawler_3866,2750,504445
crawler_3867,10762,60624
crawler_3868,8794,126238
crawler_3870,9297,130961
crawler_3871,1763,454671
crawler_3872,10600,68299
crawler_3873,5824,207731
crawler_3876,9142,96253
crawler_3877,9887,151038
crawler_3878,11411,159345
crawler_3879,11216,96974
crawler_3880,8065,132450
crawler_3881,3255,194252
crawler_3882,599,174895
crawler_3885,11256,112325
crawler_3886,11531,16253
crawler_3887,398,522979
crawler_3888,5971,98009
crawler_3889,7311,120665
crawler_3890,5539,239313
crawler_3891,9693,92604
crawler_3892,10209,98294
crawler_3893,5252,245835
crawler_3894,2653,252585
crawler_3895,5467,36303
crawler_3896,2442,603986
crawler_3897,1237,551790
crawler_3898,7661,59368
crawler_3899,5376,83639
crawler_3900,11379,113721
crawler_3901,9798,133891
crawler_3902,11146,122252
crawler_3903,9657,97260
crawler_3904,9289,26052
crawler_3905,1567,182201
crawler_3906,2571,48944
crawler_3907,11408,151326
crawler_3908,6831,57012
crawler_3909,861,263168
crawler_3910,5911,237379
crawler_3911,3131,229068
crawler_3913,10196,96552
crawler_3914,3979,272005
crawler_3916,4491,170473
crawler_3917,3640,231780
crawler_3918,3256,246766
crawler_3919,1653,355857
crawler_3920,4301,153866
crawler_3921,9720,161496
crawler_3922,4007,52699
